[mem] iter   7900 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   8000 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
Task [8000/100020], Train Loss: 0.1868037, Train Accuracy: 0.9539200
[mem] iter   8100 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   8200 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   8300 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   8400 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   8500 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   8600 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   8700 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   8800 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   8900 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   9000 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
Task [9000/100020], Train Loss: 0.1638157, Train Accuracy: 0.9606400
[mem] iter   9100 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   9200 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   9300 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   9400 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   9500 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   9600 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   9700 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   9800 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   9900 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  10000 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
Task [10000/100020], Train Loss: 0.1412685, Train Accuracy: 0.9646400
[mem] iter  10100 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  10200 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  10300 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  10400 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  10500 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  10600 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  10700 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  10800 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  10900 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  11000 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
Task [11000/100020], Train Loss: 0.1191320, Train Accuracy: 0.9710800
[mem] iter  11100 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  11200 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  11300 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  11400 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  11500 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  11600 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  11700 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  11800 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  11900 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  12000 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
Task [12000/100020], Train Loss: 0.1001573, Train Accuracy: 0.9757200
[mem] iter  12100 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  12200 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  12300 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  12400 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  12500 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  12600 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  12700 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  12800 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  12900 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  13000 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
Task [13000/100020], Train Loss: 0.1016067, Train Accuracy: 0.9758800
[mem] iter  13100 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  13200 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  13300 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  13400 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  13500 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  13600 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  13700 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  13800 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  13900 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  14000 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
Task [14000/100020], Train Loss: 0.0956696, Train Accuracy: 0.9784001
[mem] iter  14100 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  14200 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  14300 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  14400 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  14500 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  14600 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  14700 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  14800 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  14900 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  15000 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
Task [15000/100020], Train Loss: 0.0845249, Train Accuracy: 0.9792001
[mem] iter  15100 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  15200 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  15300 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  15400 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  15500 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  15600 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  15700 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  15800 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  15900 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  16000 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
Task [16000/100020], Train Loss: 0.0805883, Train Accuracy: 0.9807999
[mem] iter  16100 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  16200 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  16300 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  16400 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  16500 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  16600 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  16700 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  16800 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  16900 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  17000 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
Task [17000/100020], Train Loss: 0.0685228, Train Accuracy: 0.9838799
[mem] iter  17100 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  17200 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  17300 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  17400 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  17500 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  17600 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  17700 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  17800 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  17900 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  18000 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
Task [18000/100020], Train Loss: 0.0676858, Train Accuracy: 0.9844801
